Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
6281,SANS11,SANP14,SANS11SANP14L1_R,PR 1,1,Reference,Uv,Urban land-Vega Alta complex,326722,pr686,Surface,0,20,,,,,,,,,,,0.9,,,,,,,,,,34.6,23,,,
6283,SANS12,SANP15,SANS12SANP15L1_R,PR 1,1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6285,SANS13,SANP16,SANS13SANP16L1_R,Calle Emory,1,Reference,RpD2,"Rio Piedras clay, 12 to 20 percent slopes, eroded",326706,pr686,Surface,0,20,,,,,,,,,,,0.5,,,,,,,,,,39.3,29.1,,,
6289,SANS14,SANP17,SANS14SANP17L1_R,Expreso Trujillo Alto,1,Reference,RpD2,"Rio Piedras clay, 12 to 20 percent slopes, eroded",326706,pr686,Surface,0,20,,,,,,,,,,,0.5,,,,,,,,,,39.3,29.1,,,
6293,SANS15,SANP18,SANS15SANP18L1_R,Calle Padre Colon,1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6295,SANS16,SANP19,SANS16SANP19L1_R,Calle Ortega Y Gasset,1,Reference,Uv,Urban land-Vega Alta complex,326722,pr686,Surface,0,20,,,,,,,,,,,0.9,,,,,,,,,,34.6,23,,,
6297,SANS16,SANP20,SANS16SANP20L1_R,Calle Ortega Y Gasset,1,Reference,Uv,Urban land-Vega Alta complex,326722,pr686,Surface,0,20,,,,,,,,,,,0.9,,,,,,,,,,34.6,23,,,
6299,SANS17,SANP21,SANS17SANP21L1_R,Calle Peru,1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6301,SANS18,SANP22,SANS18SANP22L1_R,Calle 17 S.O. (Southwest),1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6303,SANS19,SANP23,SANS19SANP23L1_R,Calle Ceciliana,1,Reference,Uv,Urban land-Vega Alta complex,326722,pr686,Surface,0,20,,,,,,,,,,,0.9,,,,,,,,,,34.6,23,,,
6305,SANS20,SANP24,SANS20SANP24L1_R,PR 842,1,Reference,No Data San Juan,No Data San Juan,No Data San Juan,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,SANS21,SANP25,SANS21SANP25L1_R,Avenida Jesus T Pinero,1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6308,SANS21,SANP26,SANS21SANP26L1_R,Avenida Jesus T Pinero,1,Reference,Ba,Bajura clay,326642,pr686,Surface,0,15,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6310,ATS1,ATP1,ATS1ATP1L1_R,2420 Hog Mountain Rd,1,Reference,PgC3,"Pacolet sandy clay loam, 6 to 10 percent slopes, severely eroded",124218,ga067,Surface,0,8,,,,,,,,,,,0.9,,,,,,,,,,24.3,17.4,,,
6314,ATS2,ATP2,ATS2ATP2L1_R,779 Atwood Street,1,Reference,UrE,"Urban land-Rion complex, 10 to 25 percent slopes.",1672421,ga121,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,20.2,11,,,
6318,ATS2,ATP3,ATS2ATP3L1_R,779 Atwood Street,1,Reference,UrE,"Urban land-Rion complex, 10 to 25 percent slopes.",1672421,ga121,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,20.2,11,,,
6322,ATS3,ATP4,ATS3ATP4L1_R,370 James P. Brawley Dr,1,Reference,UdC,"Urban land-Appling-Hard Labor complex, 2 to 10 percent slopes.",1672368,ga121,Surface,0,23,,,,,,,,,,,2.8,,,,,,,,,,18.4,9.6,,,
6326,ATS4,ATP5,ATS4ATP5L1_R,386 Elm Street NW,1,Reference,CaA,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",1654028,ga121,Surface,0,10,,,,,,,,,,,9.2,,,,,,,,,,20.9,11.6,,,
6329,ATS5,ATP6,ATS5ATP6L1_R,979 Frank Street SW,1,Reference,UrE,"Urban land-Rion complex, 10 to 25 percent slopes.",1672421,ga121,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,20.2,11,,,
6333,ATS5,ATP7,ATS5ATP7L1_R,979 Frank Street SW,1,Reference,Cfs,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",126234,ga097,Surface,0,15,,,,,,,,,,,0.9,,,,,,,,,,29.6,15.8,,,
6337,ATS6,ATP8,ATS6ATP8L1_R,717 Joseph E. Boone Blvd,1,Reference,UdC,"Urban land-Appling-Hard Labor complex, 2 to 10 percent slopes.",1672368,ga121,Surface,0,23,,,,,,,,,,,2.8,,,,,,,,,,18.4,9.6,,,
6341,ATS7,ATP9,ATS7ATP9L1_R,664 Magnolia Street NW,1,Reference,CaA,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",1654028,ga121,Surface,0,10,,,,,,,,,,,9.2,,,,,,,,,,20.9,11.6,,,
6344,ATS8,ATP10,ATS8ATP10L1_R,744 North Ave NW,1,Reference,UfC2,"Urban land-Cecil complex, 2 to 10 percent slopes, moderately eroded.",1654037,ga121,Surface,0,8,,,,,,,,,,,2.8,,,,,,,,,,17.9,8.7,,,
6350,ATS9,ATP11,ATS9ATP11L1_R,750 North Ave NW,1,Reference,UfC2,"Urban land-Cecil complex, 2 to 10 percent slopes, moderately eroded.",1654037,ga121,Surface,0,8,,,,,,,,,,,2.8,,,,,,,,,,17.9,8.7,,,
6356,ATS10,ATP12,ATS10ATP12L1_R,530 Oliver Street,1,Reference,Ron,Roanoke silt loam.,124219,ga067,Surface,0,18,,,,,,,,,,,0.9,,,,,,,,,,26.1,11.1,,,
6360,ATS11,ATP13,ATS11ATP13L1_R,423 Sunset Street,1,Reference,UrE,"Urban land-Rion complex, 10 to 25 percent slopes.",1672421,ga121,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,20.2,11,,,
6364,ATS11,ATP14,ATS11ATP14L1_R,423 Sunset Street,1,Reference,CaA,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",1654028,ga121,Surface,0,10,,,,,,,,,,,9.2,,,,,,,,,,20.9,11.6,,,
6367,ATS12,ATP15,ATS12ATP15L1_R,82 Sunset Street NW,1,Reference,CaA,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",1654028,ga121,Surface,0,10,,,,,,,,,,,9.2,,,,,,,,,,20.9,11.6,,,
6370,PORS1,PORP1,PORS1PORP1L1_R,Franklin Tower,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6376,PORS1,PORP2,PORS1PORP2L1_R,Franklin Tower,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6382,PORS1,PORP3,PORS1PORP3L1_R,Franklin Tower,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6388,PORS2,PORP4,PORS2PORP4L1_R,Mayo Street,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6391,PORS2,PORP5,PORS2PORP5L1_R,Mayo Street,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6394,PORS3,PORP6,PORS3PORP6L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6400,PORS3,PORP7,PORS3PORP7L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6406,PORS3,PORP8,PORS3PORP8L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6412,PORS3,PORP9,PORS3PORP9L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6418,PORS3,PORP10,PORS3PORP10L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6424,PORS3,PORP11,PORS3PORP11L1_R,Cutter Street,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6430,PORS4,PORP12,PORS4PORP12L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,PORS4,PORP13,PORS4PORP13L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,PORS4,PORP14,PORS4PORP14L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,PORS4,PORP15,PORS4PORP15L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,PORS4,PORP16,PORS4PORP16L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,PORS4,PORP17,PORS4PORP17L1_R,East End School,1,Reference,No Data Port,No Data Port,No Data Port,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,PORS5,PORP18,PORS5PORP18L1_R,King Middle School,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6440,PORS5,PORP19,PORS5PORP19L1_R,King Middle School,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6444,PORS5,PORP20,PORS5PORP20L1_R,King Middle School,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6448,PORS5,PORP21,PORS5PORP21L1_R,King Middle School,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6452,PORS5,PORP22,PORS5PORP22L1_R,King Middle School,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6456,PORS6,PORP23,PORS6PORP23L1_R,Fessenden Park,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6462,PORS7,PORP24,PORS7PORP24L1_R,Jerry Pedro Field,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6466,PORS7,PORP25,PORS7PORP25L1_R,Jerry Pedro Field,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6470,PORS7,PORP26,PORS7PORP26L1_R,Jerry Pedro Field,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6474,PORS7,PORP27,PORS7PORP27L1_R,Jerry Pedro Field,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6478,PORS8,PORP28,PORS8PORP28L1_R,Deering Oaks,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6482,PORS8,PORP29,PORS8PORP29L1_R,Deering Oaks,1,Reference,BgB,"Belgrade very fine sandy loam, 0 to 8 percent slopes",315666,me005,Surface,0,23,,,,,,,,,,,1.164,,,,,,,,,51,19.3,10.2,,,
6486,PORS9,PORP30,PORS9PORP30L1_R,134 Lancaster,1,Reference,Au,Au Gres loamy sand,315665,me005,Surface,0,25,,,,,,,,,,,2.823,,,,,,,,,18,14,5.8,,,
6489,PORS9,PORP31,PORS9PORP31L1_R,134 Lancaster,1,Reference,Au,Au Gres loamy sand,315665,me005,Surface,0,25,,,,,,,,,,,2.823,,,,,,,,,18,14,5.8,,,
6492,PORS9,PORP32,PORS9PORP32L1_R,134 Lancaster,1,Reference,Au,Au Gres loamy sand,315665,me005,Surface,0,25,,,,,,,,,,,2.823,,,,,,,,,18,14,5.8,,,
6495,PORS9,PORP33,PORS9PORP33L1_R,134 Lancaster,1,Reference,Au,Au Gres loamy sand,315665,me005,Surface,0,25,,,,,,,,,,,2.823,,,,,,,,,18,14,5.8,,,
6498,PORS10,PORP34,PORS10PORP34L1_R,High/Spring Streets,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6504,PORS10,PORP35,PORS10PORP35L1_R,High/Spring Streets,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6510,PORS10,PORP36,PORS10PORP36L1_R,High/Spring Streets,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6516,PORS10,PORP37,PORS10PORP37L1_R,High/Spring Streets,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6522,PORS10,PORP38,PORS10PORP38L1_R,High/Spring Streets,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6528,PORS11,PORP39,PORS11PORP39L1_R,Harbor View Park,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6534,PORS11,PORP40,PORS11PORP40L1_R,Harbor View Park,1,Reference,HlC,"Hinckley loamy sand, 8 to 15 percent slopes",315695,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6540,PORS12,PORP41,PORS12PORP41L1_R,87 State Street,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6546,PORS12,PORP42,PORS12PORP42L1_R,87 State Street,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6552,PORS13,PORP43,PORS13PORP43L1_R,Western Promenade,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6558,PORS13,PORP44,PORS13PORP44L1_R,Western Promenade,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6564,PORS14,PORP45,PORS14PORP45L1_R,Presumpscot Elementary,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6568,PORS14,PORP46,PORS14PORP46L1_R,Presumpscot Elementary,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6572,PORS14,PORP47,PORS14PORP47L1_R,Presumpscot Elementary,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6576,PORS14,PORP48,PORS14PORP48L1_R,Presumpscot Elementary,1,Reference,BuB,"Lamoine silt loam, 3 to 8 percent slopes",315669,me005,Surface,0,18,,,,,,,,,,,0.6,,,,,,,,,,31,16.8,,,
6580,PORS15,PORP49,PORS15PORP49L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6583,PORS15,PORP50,PORS15PORP50L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6586,PORS15,PORP51,PORS15PORP51L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6589,PORS15,PORP52,PORS15PORP52L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6592,PORS15,PORP53,PORS15PORP53L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6595,PORS15,PORP54,PORS15PORP54L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6598,PORS15,PORP55,PORS15PORP55L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6601,PORS15,PORP56,PORS15PORP56L1_R,Riverton School,1,Reference,DeB,"Deerfield loamy sand, 3 to 8 percent slopes",315679,me005,Surface,0,25,,,,,,,,,,,9.174,,,,,,,,,27,21,8.5,,,
6604,PORS16,PORP57,PORS16PORP57L1_R,PATHS,1,Reference,HrB,"Hollis fine sandy loam, 3 to 8 percent slopes",315700,me005,Surface,0,3,,,,,,,,,,,5.5,,,,,,,,,,51,20.7,,,
6611,PORS17,PORP58,PORS17PORP58L1_R,Evergreen Cemetary,1,Reference,WmB,"Windsor loamy sand, 0 to 8 percent slopes",315745,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6615,PORS17,PORP59,PORS17PORP59L1_R,Evergreen Cemetary,1,Reference,WmB,"Windsor loamy sand, 0 to 8 percent slopes",315745,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6619,PORS18,PORP60,PORS18PORP60L1_R,Deering High School,1,Reference,Sn,"Scantic silt loam, 0 to 3 percent slopes",315733,me005,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,30.6,16.8,,,
6623,PORS18,PORP61,PORS18PORP61L1_R,Deering High School,1,Reference,Sn,"Scantic silt loam, 0 to 3 percent slopes",315733,me005,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,30.6,16.8,,,
6627,PORS18,PORP62,PORS18PORP62L1_R,Deering High School,1,Reference,Sn,"Scantic silt loam, 0 to 3 percent slopes",315733,me005,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,30.6,16.8,,,
6631,PORS19,PORP63,PORS19PORP63L1_R,Sagamore Village,1,Reference,Sz,Swanton fine sandy loam,315739,me005,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,51,42,9.7,,,
6634,PORS19,PORP64,PORS19PORP64L1_R,Sagamore Village,1,Reference,Sz,Swanton fine sandy loam,315739,me005,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,51,42,9.7,,,
6637,PORS19,PORP65,PORS19PORP65L1_R,Sagamore Village,1,Reference,Sz,Swanton fine sandy loam,315739,me005,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,51,42,9.7,,,
6640,PORS20,PORP66,PORS20PORP66L1_R,Wayneflete,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6646,PORS20,PORP67,PORS20PORP67L1_R,Wayneflete,1,Reference,HlB,"Hinckley loamy sand, 3 to 8 percent slopes",315694,me005,Surface,0,3,,,,,,,,,,,10,,,,,,,,,,51,36.6,,,
6652,CAS1,CAP1,CAS1CAP1L1_R,Front Street,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6657,CAS2,CAP2,CAS2CAP2L1_R,29th Street,1,Reference,FrpB,"Freehold-Downer-Urban land complex, 0 to 5 percent slopes",710862,nj007,Surface,0,23,,,,,,,,,,,2.329,,,,,,,,,,19,9.5,,,
6663,CAS3,CAP3,CAS3CAP3L1_R,St Anthony's,1,Reference,FrpB,"Freehold-Downer-Urban land complex, 0 to 5 percent slopes",710862,nj007,Surface,0,23,,,,,,,,,,,2.329,,,,,,,,,,19,9.5,,,
6669,CAS4,CAP4,CAS4CAP4L1_R,Pyne Poynt,1,Reference,HowB,"Howell-Urban land complex, 0 to 5 percent slopes.",710872,nj007,Surface,0,25,,,,,,,,,,,0.776,,,,,,,,,,24.3,8.6,,,
6674,CAS5,CAP5,CAS5CAP5L1_R,Aquarium,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,CAS5,CAP6,CAS5CAP6L1_R,Aquarium,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,CAS6,CAP7,CAS6CAP7L1_R,Cooper Sprouts,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,CAS7,CAP8,CAS7CAP8L1_R,Ferry Library,1,Reference,HowB,"Howell-Urban land complex, 0 to 5 percent slopes.",710872,nj007,Surface,0,25,,,,,,,,,,,0.776,,,,,,,,,,24.3,8.6,,,
6682,CAS8,CAP9,CAS8CAP9L1_R,Beckett Street Garden,1,Reference,HowB,"Howell-Urban land complex, 0 to 5 percent slopes.",710872,nj007,Surface,0,25,,,,,,,,,,,0.776,,,,,,,,,,24.3,8.6,,,
6687,CAS9,CAP10,CAS9CAP10L1_R,Ferry Avenue MUA,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6692,CAS10,CAP11,CAS10CAP11L1_R,Neighborhood Center,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,CAS11,CAP12,CAS11CAP12L1_R,Liney Ditch Camel,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,CAS12,CAP13,CAS12CAP13L1_R,Liney Ditch Garden,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,CAS13,CAP14,CAS13CAP14L1_R,Farnham Park,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6700,CAS13,CAP15,CAS13CAP15L1_R,Farnham Park,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6705,CAS14,CAP16,CAS14CAP16L1_R,Urban Promise School,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6710,CAS15,CAP17,CAS15CAP17L1_R,Urban Promise Rain Garden,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6715,CAS16,CAP18,CAS16CAP18L1_R,Octavius Catto School,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,CAS17,CAP19,CAS17CAP19L1_R,Octavius Catto Rain Garden,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,CAS18,CAP20,CAS18CAP20L1_R,Baird CSO,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,CAS19,CAP21,CAS19CAP21L1_R,Baird CSO Rain Garden,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6723,CAS20,CAP22,CAS20CAP22L1_R,Thorndyke CSO,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,CAS21,CAP23,CAS21CAP23L1_R,Thorndyke CSO Rain Garden 2,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,CAS22,CAP24,CAS22CAP24L1_R,Saddlers Woods,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,CAS23,CAP25,CAS23CAP25L1_R,Brimm School,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,CAS24,CAP26,CAS24CAP26L1_R,Haddon,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
